ID,NAME,NEIGHBOURHOOD,REVIEW_SCORES_RATING,RNK
6728419,Cozy guest suite on lower level,Bryant,99,2
2309250,City Farmhouse-Children's Hosp.- UW,Bryant,100,1
8597687,Quiet cozy downstairs unit near UW,Bryant,100,1
6304139,"Apt in Bryant, near UW &Children's",Bryant,100,1
7858454,Lovely Tudor near UW/Children's,Bryant,100,1
4550199,Charming 1940's craftsman 3bdrm 2bt,Bryant,100,1
7742525,Ginger Room by UW & Childrens Hosp,Bryant,100,1
9995551,Inviting Backyard Cottage,Bryant,100,1
9110560,Private Room by Childrens Hospital,Bryant,100,1
4599119,CUSTOM REMODEL NEAR UW & CHILDREN'S,Bryant,100,1
8868833,Walker’s Paradise Cap. Hill Studio,Capitol Hill,100,1
7241235,Cozy Studio on Capitol Hill,Capitol Hill,100,1
9414303,"Cozy, Amenity-Filled Apt in Cap Hill",Capitol Hill,100,1
872152,Luxurious Local Lifestyle 2Bd/2+Bth,Capitol Hill,100,1
6627403,Urban Capitol Hill Retreat,Capitol Hill,100,1
8106277,Triplex A on Capitol Hill,Capitol Hill,100,1
9436832,Artsy Charmer in Center of Cap Hill,Capitol Hill,100,1
4652918,Io House (Pvt Twin) - SLU Walkable,Capitol Hill,100,1
9494415,403 Modern Studio on Capitol Hill,Capitol Hill,100,1
6954984,Charming Modern 1 Bdrm Capitol Hill,Capitol Hill,100,1
7557951,Historic Heart of Capitol Hill,Capitol Hill,100,1
9137899,"Heart of the city, View from up-top",Capitol Hill,100,1
9011350,505 Modern Studio on Capitol Hill,Capitol Hill,100,1
8453633,Charming House in Capitol Hill,Capitol Hill,100,1
6779893,Beautiful Condo on Caphill,Capitol Hill,100,1
7073650,* Parkside Capitol Hill Jem *,Capitol Hill,100,1
8684315,Beautiful Guest Bedroom & Bathroom,Capitol Hill,100,1
7901318,"Sunny, Central w/ Space Needle View",Capitol Hill,100,1
7821003,Cozy 1 BR Capitol Hill Apartment,Capitol Hill,100,1
6182715,Studio in heart of Capitol Hill,Capitol Hill,100,1
317248,Vintage Capitol Hill - 2 Pkg Spots,Capitol Hill,100,1
5510720,Stylish One Bedroom in Capitol Hill,Capitol Hill,99,2
9970805,Spacious shared space in Capitol Hl,Capitol Hill,100,1
7054225,Historic Capitol Hill apartment,Capitol Hill,100,1
7871807,1 bed/1bath in a 6bed/6bath house,Capitol Hill,100,1
6079216,Window with a view of Seattle's,Capitol Hill,100,1
7725597,"Eclectic, Spacious Cap Hill Studio",Capitol Hill,100,1
4831200,Rick Owens Inspired Studio,Capitol Hill,100,1
281789,11th Avenue Inn Bed and Breakfast,Capitol Hill,100,1
3803212,A warm bed for your cold nights,Capitol Hill,100,1
1974131,Amazing Studio Apt on Capitol Hill!,Capitol Hill,100,1
7695195,1 bed apartment in Capitol Hill,Capitol Hill,100,1
9281758,New! Cozy Capitol Hill Studio,Capitol Hill,100,1
6210952,Short-term stays in beautiful home,Capitol Hill,100,1
6424859,Capitol Hill - Quiet/Great Location,Capitol Hill,100,1
8251213,Modern Clean Bright Spacious APT,Capitol Hill,100,1
6644796,The Joy of Art (Capitol Hill),Capitol Hill,100,1
1030615,"Close to Downtown,  ""Paris"" Room",Capitol Hill,99,2
7718203,Cozy Apartment on Capitol Hill,Capitol Hill,100,1
8014547,Cap Hill - Artsy Studio 95walkscore,Capitol Hill,100,1
8340841,Furnished 1 Bedrm Apt near Broadway,Capitol Hill,100,1
6452801,Private 2 BR OASIS,Capitol Hill,100,1
8102064,The heart of Capitol Hill,Capitol Hill,100,1
9651755,Studio in Downtown/Capitol Hill,Capitol Hill,100,1
4464795,Queen Hide-A-Bed - Capitol Hill,Capitol Hill,100,1
6545602,Io Annex (bunk 1U) - SLU walkable,Capitol Hill,100,1
7875887,Private room in Capitol Hill,Capitol Hill,100,1
8955477,"Simple apartment, heart of the city",Capitol Hill,100,1
6445741,"Sunny & Spacious 1,000sq 1 Bdrm Apt",Capitol Hill,100,1
3418230,"Capitol Hill Oasis, Upper",Capitol Hill,98,3
7535055,Modern 1-bedroom w/ sunset views,Capitol Hill,100,1
9473967,507 Modern Studio on Capitol Hill,Capitol Hill,100,1
7635966,Modern Capitol Hill Apartment,Capitol Hill,100,1
6118359,Sunset Room,Capitol Hill,98,3
3396140,Middle of it All in Pike/Pine,Capitol Hill,98,3
7235573,Seattle apartment 1BR,Capitol Hill,98,3
6249458,2Bed 2Bath w Parking Capitol Hill,Capitol Hill,98,3
5078876,Great Location:2Bed&2.5Bath&Parking,Capitol Hill,98,3
1961950,Bunker 11: Walk to Downtown Seattle,Capitol Hill,98,3
841140,"Spacious, New Apt & Terrace on Park",Capitol Hill,98,3
6823597,Cap Hill Mid-Cent. Modern Apt.,Capitol Hill,98,3
4404126,Courtyard View on Capitol Hill,Capitol Hill,98,3
4808173,Top Floor Capitol Hill Location!,Capitol Hill,100,1
6870575,Center of Pike Street,Capitol Hill,98,3
3504521,"Bright Clean Studio w/View, CapHill",Capitol Hill,98,3
6939106,PRIME Bright Cap Hill APT + HAMMOCK,Capitol Hill,98,3
7789438,Sunny & Decorative Capitol Hill Apt,Capitol Hill,99,2
6076158,Barn 11 : Walk to Downtown Seattle,Capitol Hill,99,2
3570691,Home away from home - Capitol Hill,Capitol Hill,99,2
2488228,Suite in Capitol Hill Townhouse,Capitol Hill,99,2
3041619,House in the trees w/amazing views,Capitol Hill,99,2
1897000,"Charming, Capitol Hill Penthouse",Capitol Hill,98,3
4211081,Cozy Capitol Hill Home,Capitol Hill,98,3
7087957,"Quaint, charming, updated studio",Capitol Hill,98,3
23192,"Harrison Modern ""Mad Men"" Suite ",Capitol Hill,100,1
134091,Vintage Capitol Hill - 1 Pkg Spot,Capitol Hill,99,2
458189,Pure Space  - The Modern Room,Capitol Hill,99,2
8369321,Cute Capitol Hill Studio Apartment!,Capitol Hill,100,1
446276,Fantastic mountain view 2-bdrm home,Capitol Hill,99,2
941467,"Close to Downtown, Ground-Level Rm",Capitol Hill,99,2
4184211,Bdrm in Designer's Cap Hill Apt,Capitol Hill,100,1
9580021,NEW Stylish Cap. Hill Historic Bldg,Capitol Hill,100,1
7618526,Vintage Charm in Capitol Hill,Capitol Hill,100,1
2875975,Spacious 1920s Capitol Hill duplex,Capitol Hill,100,1
8273031,Modern Spacious 2BD Apt - Cap Hill,Capitol Hill,100,1
6305798,Capitol Hill 2BR Apartment,Capitol Hill,100,1
3552006,Urban Loft with Amazing Views,Capitol Hill,98,3
7666155,New Modern Pike/Pine Apartment,Capitol Hill,100,1
7496485,Beautiful 1 bedroom apartment,Capitol Hill,100,1
4077920,Unique loft with private roof deck,Capitol Hill,100,1
4782745,Lovely Vintage Apartment,Capitol Hill,100,1
948077,Capitol Hill Stylish Garden Cottage,Capitol Hill,100,1
458191,PureSpace- Sunshine Room,Capitol Hill,100,1
9137469,Capitol Hill Garden Loft & Sunroom,Capitol Hill,100,1
8339580,Spacious 2Br/1Ba - Capitol HIll,Capitol Hill,100,1
6835466,Spacious Studio in Best Location!,Capitol Hill,100,1
1220471,Best Urban Location & Patio,Capitol Hill,100,1
3585592,Urban Loft in Trendy Capitol Hill,Capitol Hill,100,1
6101613,Charming Seattle Lake View House,Cedar Park,90,3
4092037,Modern 3 BR home in Seattle,Cedar Park,100,1
7434103,Relaxing & Comfy Master Suite,Cedar Park,100,1
475361,NE Seattle Artist Treehouse Suite!,Cedar Park,95,2
7650458,"Large, Beautiful, Affordable Condo",Cedar Park,100,1
8187537,Downtown H2O View Hi Rise 25th Fl#3,Central Business District,98,3
7332364,Luxury Condo in Downtown Seattle,Central Business District,100,1
3497530,Seattle Fantasy,Central Business District,100,1
9183380,Convention Center Lux 2BD 2,Central Business District,100,1
6773472,Great location in Downtown Seattle!,Central Business District,100,1
7350870,Downtown high-rise with water view!,Central Business District,100,1
7954781,Perfect 1br/1bth Downtown Seattle,Central Business District,100,1
8805211,Convention Center Lux 1BD,Central Business District,100,1
9329068,1 bedroom apt in new bldg downtown,Central Business District,100,1
8093529,BRAND NEW 98 walkscore H20 views!!,Central Business District,100,1
1251813,1-Bedroom Timeshare in Seattle WA,Central Business District,100,1
7451624,2bed/2bath High Rise w/ View & Deck,Central Business District,100,1
6687939,View Apt Near Pike Place Market 1BD,Central Business District,99,2
1251763,Studio Plus timeshare in Seattle WA,Central Business District,100,1
449602,Downtown / 2 blocks from Pike Place,Central Business District,98,3
8704438,View Apt Near CONVENTION CENTER!,Central Business District,98,3
6344566,Central Luxury Apt with AC,Central Business District,98,3
6278361,Quiet Nest in Busy Downtown Seattle,Central Business District,98,3
3868138,Pike's Place. 98 Walkscore,Central Business District,98,3
8193054,View 1bd Luxury Downtown Hi Rise#2,Central Business District,98,3
4516960,"Seattle Downtown Core, Pike Market",Central Business District,98,3
4008373,Ultra-Modern 2Bed w/ Amazing Views,Central Business District,98,3
3891695,Pike's Place 1Bed Sunset View,Central Business District,98,3
4593740,Great Downtown Home! 98 Walkscore,Central Business District,98,3
604600,condo in seattle,Central Business District,100,1
8016646,Spectacular Puget Sound views,Central Business District,100,1
8774504,Cozy-Mod & Bright - Near Light Rail,Columbia City,100,1
7263506,Private Mother-in-law Studio Apt,Columbia City,100,1
3673011,Ensuite bathroom & private entrance,Columbia City,98,3
4157572,Modern Amenities in Spacious Home,Columbia City,98,3
2695493,Urban Oasis: Cozy 1BD Apartment,Columbia City,98,3
3022564,"Contemporary Studio, Columbia City",Columbia City,98,3
5682316,Charming Seattle Guesthouse,Columbia City,98,3
8627921,Dahl House in Columbia City,Columbia City,98,3
7262142,Cozy charming 1 bedroom apartment,Columbia City,99,2
7615170,Columbia City Live-Above Loft,Columbia City,100,1
3726391,PLAY- 3  Kayaks  Big 3 Bedroom Home,Columbia City,100,1
9217446,Private Room in House on Light Rail,Columbia City,100,1
8952253,Clean and Comfy Columbia City Home,Columbia City,100,1
7420488,Cheerful Seattle - Cozy Room,Columbia City,100,1
3258213,Kayaks + Large Studio-Style Bedroom,Columbia City,100,1
6078382,Farm House in the City,Columbia City,99,2
8119192,"Private, Cozy Room & Bath-Seattle",Crown Hill,100,1
1593991,45' Sailboat in Seattle,Crown Hill,98,3
6657574,Sunny Room in Quiet Neighborhood,Crown Hill,98,3
7788695,Private Entry Modern Suite,Crown Hill,99,2
9394485,"Seattle Urban Oasis, Crown Hill",Crown Hill,100,1
6403104,Long Term or Homestay: Private Bath,Crown Hill,100,1
2303981,A Quintessential Seattle-area Home,Crown Hill,100,1
8904766,"""Sprocket"" room close to Downtown",Dunlap,100,1
4526737,Quiet retreat by waterfront park,Dunlap,100,1
7745016,Single Bdr @Seattle Urban Homestead,Dunlap,100,1
1672979,Comfy Home Near Seward Park Seattle,Dunlap,96,2
4735761,Comfy bunkbed 2 close to lightrail!,Dunlap,94,3
6005443,Spanish Deco Lakeside Apartment,Eastlake,100,1
7075357,Eastlake Union Summer Getaway,Eastlake,100,1
2516391,Lake Union City Cabin,Eastlake,98,2
619366,"Lake Union view ""Garden Apartment""",Eastlake,98,2
1494828,Modern+Clean 2BR Eastlake/Lk Union,Eastlake,98,2
4481979,NEW 1 BD listing CENTRAL/MODERN,Eastlake,100,1
7581631,Modern + Cozy Eastlake/Lk Union 2BR,Eastlake,100,1
4678866,Charming Eastlake Townhouse,Eastlake,100,1
706385,"Lake Union view ""Sky Cabin"" apt.",Eastlake,100,1
8294379,Spacious & bright room in Eastlake,Eastlake,100,1
6766513,Eastlake Condo,Eastlake,98,2
6523393,Great Location by Lake Union & SLU,Eastlake,98,2
1944596,Convenient & Cozy Eastlake Location,Eastlake,97,3
3604931,"Modern Luxury, Puget Sound Views",Fauntleroy,100,1
4069543,West Seattle - Private Family Suite,Fauntleroy,98,3
1048798,West Seattle Home w/Dazzling View,Fauntleroy,99,2
3968416,Enjoy West Seattle with Lovely View,Fauntleroy,100,1
8634897,3 level brace point view home,Fauntleroy,100,1
1684236,Seattle Downtown Convention Center,First Hill,98,3
10012724,Ideal Location + Bike - (Bttm Bunk),First Hill,100,1
7389483,Capitol/First Hill 1-BR w/Balcony,First Hill,100,1
6315269,1 Bedroom Skyline Oasis,First Hill,100,1
9727857,Ideal Location + Bike - (Top Bunk),First Hill,100,1
4616695,Stylish Art-Filled Mid-Century Apt,First Hill,99,2
4494948,Entire Downtown 1 BD Condo,First Hill,99,2
8065715,Modern room near Convention Center,First Hill,99,2
580815,St. John's Apartments #319 - Studio,First Hill,98,3
3906076,"Downtown 1BR, Close to everything",First Hill,98,3
7118258,Spacious place near everything!,First Hill,100,1
3803947,8th Ave Condos Modern 1BD,First Hill,98,3
9460,Downtown Convention Ctr B&B - Nice!,First Hill,98,3
7809494,1 BR Great View near Stadium and DT,First Hill,98,3
5218550,In the Heart of Seattle,First Hill,98,3
7381005,Modern Apartment  in Capitol  Hill,First Hill,100,1
7884782,Mt. Rainier view Pike Street,First Hill,98,3
1043194,Bright&Sweet next to Convention Ctr,First Hill,98,3
3394936,"Explore Downtown Seattle, 1BD",First Hill,98,3
1157083,Modern 2BR/2BA By ConventionCenter,First Hill,98,3
1141226,St. John's Apartments #308 - 1 BR,First Hill,98,3
2620429,2BR 2BA Downtown  -  33% off,First Hill,98,3
7431247,Sunny apt in the heart of Cap Hill,First Hill,100,1
7388225,Luxury Apartment in Capitol Hill,First Hill,100,1
7699096,Exec Suite/First Hill Covn Cntr,First Hill,100,1
6808970,Midcentury Studio Close to Downtown,First Hill,100,1
8869027,Beautiful Centrally Located 1 Bdrm,First Hill,100,1
6993978,Capitol Hill Trendy Neighborhood!,First Hill,100,1
9236961,2Br/2Ba Apt Very Close to Downtown,First Hill,100,1
2391699,"Everything Seattle in 0-3 miles, B",Fremont,99,2
2731253,The Pad,Fremont,98,3
5525073,Location & Luxury at a Great Price!,Fremont,100,1
7178239,Whitman Acres: Under the Stairs!,Fremont,100,1
9174327,1907 Fremont/Ballard Home,Fremont,100,1
4322622,Modern Rowhouse with Roof View,Fremont,100,1
9262389,The Henry Hideaway,Fremont,100,1
8632651,Brand new modern garden apartment,Fremont,100,1
8687967,Living Room in Quirky Fremont!,Fremont,100,1
3534444,Fremont Single Family Home,Fremont,100,1
4357979,Sunny room in Fremont duplex,Fremont,99,2
3915826,Clean & modern 1BR in Wallingford,Fremont,98,3
51826,Awesome Fremont Townhouse! Room 1,Fremont,99,2
6921373,OF THE TREE & CLOUDS. BLOCKS TO FUN,Fremont,99,2
4871348,Private Entrance Bedroom and Bath,Fremont,100,1
282934,Seattle Sojourn - Fremont Guest Apt,Fremont,99,2
7745196,Cozy Modern Apartment in Fremont,Fremont,99,2
8578490,Super Convenient Top Floor Apt,Fremont,100,1
7756839,Funky Fun Fremont Airstream Trailer,Fremont,100,1
9217030,The Chestnut,Fremont,100,1
6923948,Big Red House in Heart of Fremont,Fremont,100,1
1702092,Woodland Park Suite,Fremont,100,1
7853498,420-Friendy Artist Apt w/Couch,Fremont,100,1
6937071,Whole townhouse in Fremont,Fremont,100,1
1513847,Wallingford Craftsman Bungalow,Fremont,99,2
8081658,Fremont newly renovated vintage apt,Fremont,100,1
2727808,Fremont Cozy Cottage,Fremont,99,2
2693700,Fremont Urban Oasis,Fremont,98,3
2494157,Fremont Jet City Townhome,Fremont,98,3
8054902,2 BR/1 BA Fremont Apt w/ parking,Fremont,98,3
2755730,Your own 2 Bedroom home in Fremont,Fremont,98,3
119103,Teeny Tiny Guestyhouse!,Fremont,98,3
4803403,Cozy 1BD in Fremont/Wallingford!,Fremont,100,1
7949448,Private Suite in Fremont-Ballard,Fremont,100,1
10118341,Fremont Lighthouse Mother-in-Law,Fremont,100,1
4524575,Comfortable Fremont Apartment,Fremont,100,1
215954,Awesome Fremont Townhome! Room 2,Fremont,98,3
5625964,"Upper Fremont private room, ensuite",Fremont,98,3
6107901,Hip Studio in the Heart of Fremont,Fremont,98,3
1796302,"Fremont bed/bath, breakfast & view",Fremont,98,3
5458027,Sunny Charm in Urban Cottage 2BD,Fremont,100,1
6087451,Fremont House Studio Apartment,Fremont,98,3
2614387,"Everything Seattle in 0-3 miles, A",Fremont,98,3
3312406,Seattle Urban-Chic Studio Cottage,Fremont,98,3
609701,Charming Fremont Garden Cottage,Fremont,98,3
2061463,Modern Apartment in Fremont,Fremont,100,1
7821351,"Bright, modern & comfy townhouse",Fremont,100,1
8968494,"Bright, private room in modern town",Fremont,100,1
5061411,"corp relo. 2 car, 94 walkscore, 3br",Fremont,100,1
6289789,Brand New Modern 1 Bdrm LOCATION!,Fremont,100,1
7857241,3 bedroom house in Fremont/Ballard,Fremont,100,1
5728739,Fremont Walkable 3 Bdrm Townhome,Fremont,100,1
9533803,Cozy Room in the of Heart Fremont,Fremont,100,1
6134382,"New, bright, Modern in W. Seattle",Gatewood,98,3
7533537,The Decisive Moment Garden Studio,Gatewood,100,1
3994397,Bright West Seattle Location,Gatewood,98,3
1205666,West Seattle - Northwest Modern Hm1,Gatewood,98,3
4105164,"New, Bright, Modern in W. Seattle *",Gatewood,98,3
2865992,West Seattle - A Room With a View,Gatewood,99,2
1259305,Atomic Ranch Home in West Seattle!!,Gatewood,100,1
5651254,Beautiful Craftsman Style Home,Gatewood,100,1
7452021,Charming home on private park road,Gatewood,100,1
9298045,Quiet & Cozy in West Seattle,Genesee,100,1
7836953,*Beautiful Views West Seattle Home*,Genesee,100,1
4910140,"Cozy single bedrm, quiet W.SEA home",Genesee,98,3
5958674,"Double room, Contemporary New house",Genesee,98,3
