HOST_ID,APARTMENT,HOUSE,CABIN,CONDOMINIUM,CAMPERRV,BUNGALOW,TOWNHOUSE,BOAT,BED_BREAKFAST,DORM,TREEHOUSE,YURT,CHALET,TENT,LOFT,OTHER
15135436,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11587678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5420191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26766503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5267359,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14386120,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
696788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5312600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36623453,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18423248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45189332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351623,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17986403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27339584,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23093151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6758953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6047879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8540901,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16639011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43014741,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7730805,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9763076,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658155,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37224930,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46041428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10136334,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14196478,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16718874,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32197370,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3929874,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6576807,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23713302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37461306,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
23502285,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6305984,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2277537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17595871,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11521444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17170275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16756919,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38224565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37952534,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31483782,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8110932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49560117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19002091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20567228,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14417667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32154881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9046761,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3904755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9318707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2673397,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337474,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34700838,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22740411,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108094,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37101658,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45025312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48203627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11613383,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365852,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15606907,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47151070,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38607259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38360428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19412970,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5040298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11904909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38039499,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14282414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28648670,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41969815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3029318,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
895223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5707983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3939559,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44092821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4186082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26768070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8904803,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9890727,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9126744,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19039209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19660469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5246897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21730644,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12882903,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057654,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2325108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5887608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8350163,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37483726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23539107,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
486018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15436286,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3431955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17787500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6727475,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27761130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12651381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7178350,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40321471,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35574532,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34664295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49371015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4129144,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24745881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46308811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561271,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9232171,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511749,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649939,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10952315,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23353091,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15792177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23583849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11299221,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7940700,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32546254,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4540636,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963437,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25616243,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39385924,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22218808,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13784525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48789316,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28304516,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295367,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937951,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
867039,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6678025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3252192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781551,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11346794,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27128557,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20820841,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5946086,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5079733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40550531,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26630462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22176009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4143171,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49799519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13042181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21223543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5976789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1142416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20671912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10104021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16786048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29480224,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5282519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074414,30,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26967583,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28715163,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16820220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2911360,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8026420,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14456173,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621691,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20847926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13267774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8635747,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34002693,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2472278,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18888563,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45032290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6117728,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8815032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11839982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38805374,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10112910,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19381151,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45544717,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27656377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22102774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7229462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35150457,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39455401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18229030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282560,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3761409,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38407350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21979271,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17473989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36997320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28110320,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20578709,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35935774,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43141994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3322742,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34472831,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32640082,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41323391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38251968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36882932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357277,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46595747,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19861136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24091986,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41736327,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4133860,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34943,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27323526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20181500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44101586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4901731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24049136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44528586,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23993115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4608651,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12322681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13960065,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26737345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28991907,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11186435,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204406,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12356916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39485528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48196470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22302229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19811465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27711842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26389600,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41612343,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601236,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3240797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38014746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8993600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33203690,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20314969,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012892,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20519441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35396029,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5325813,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12935059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40861497,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22267748,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23946949,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9929496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1635606,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20758898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2575305,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8201710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43229398,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2203746,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
24986285,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10870042,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9555890,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28723135,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42063487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8932486,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8594245,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3975133,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19196841,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23270234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14387226,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4349190,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8570233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3894778,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48441443,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8303342,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675559,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8200345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4057441,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273088,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1551432,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16882707,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37373833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23259103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15438773,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29755473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25084775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48025941,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41879983,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29448972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11769189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13240442,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5872109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38271728,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1732181,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34143590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7076008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650960,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12850769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22034694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13200012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471246,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26736911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49310311,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7719034,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38474213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49265281,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6807326,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28230503,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
49732402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4366731,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13158974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21006812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6667088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36231919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16729336,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2756070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28716982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23635078,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32807985,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4485958,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12878312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19193158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30421068,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386308,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21649497,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44891644,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
5544855,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42509172,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7354398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34049026,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4142902,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26225259,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11610220,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38245647,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31672756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20159192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49182357,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25520296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3695109,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49292151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17571737,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42612839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6592975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44222821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982828,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1682544,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39170884,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
287172,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36896503,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41823177,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22758930,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12194562,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36964583,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2405911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20732089,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20488068,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8206519,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7129890,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20450031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17530058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164430,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9690840,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1274285,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22411484,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24561026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13200167,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20046375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21184497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7431966,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21640303,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33940698,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862329,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50550045,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10903708,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4962900,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26547165,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16255476,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21473544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15787538,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
